"User_ID","UTC_Time","Account","Operation","Coin","Change","Remark"
"111222333","2023-11-08 02:00:10","Spot","Transaction Sold","OAX","-315.00000000",""
"111222333","2023-11-08 02:00:10","Spot","Transaction Revenue","BTC","0.00171045",""
"111222333","2023-11-08 02:43:04","Spot","Transaction Fee","BTC","-7.1E-7",""
"111222333","2023-11-08 02:43:04","Spot","Transaction Sold","ENJ","-81.00000000",""
"111222333","2023-11-08 02:43:04","Spot","Transaction Revenue","BTC","0.00071361",""
"111222333","2023-11-08 06:38:23","Spot","Transaction Fee","BTC","-2.0E-7",""
"111222333","2023-11-08 06:38:23","Spot","Transaction Revenue","BTC","0.00019842",""
"111222333","2023-11-08 06:38:23","Spot","Transaction Sold","ENJ","-23.10000000",""
"111222333","2023-11-08 06:39:35","Spot","Transaction Sold","ENJ","-275.60000000",""
"111222333","2023-11-08 06:39:35","Spot","Transaction Fee","BTC","-0.00000237",""
"111222333","2023-11-08 06:39:35","Spot","Transaction Revenue","BTC","0.00236740",""
"111222333","2023-11-08 07:23:16","Spot","Transaction Fee","PYR","-0.01005200",""
"111222333","2023-11-08 07:23:16","Spot","Transaction Spend","BTC","-0.00167868",""
"111222333","2023-11-08 07:23:16","Spot","Transaction Buy","PYR","10.05200000",""
"111222333","2023-11-08 07:31:20","Spot","Transaction Spend","BTC","-0.00136800",""
"111222333","2023-11-08 07:31:20","Spot","Transaction Spend","BTC","-0.00027360",""
"111222333","2023-11-08 07:31:20","Spot","Transaction Buy","TWT","30.00000000",""
"111222333","2023-11-08 07:31:20","Spot","Transaction Buy","TWT","6.00000000",""
"111222333","2023-11-08 07:31:20","Spot","Transaction Fee","TWT","-0.03000000",""
"111222333","2023-11-08 07:31:20","Spot","Transaction Fee","TWT","-0.00600000",""
"111222333","2023-11-08 07:42:30","Spot","Transaction Fee","BTC","-0.00000171",""
"111222333","2023-11-08 07:42:30","Spot","Transaction Revenue","BTC","0.00170697",""
"111222333","2023-11-08 07:42:30","Spot","Transaction Sold","PYR","-10.04100000",""
"111222333","2023-11-08 07:46:52","Spot","Transaction Fee","BTC","-4.3E-7",""
"111222333","2023-11-08 07:46:52","Spot","Transaction Fee","BTC","-0.00000106",""
"111222333","2023-11-08 07:46:52","Spot","Transaction Sold","TWT","-25.00000000",""
"111222333","2023-11-08 07:46:52","Spot","Transaction Revenue","BTC","0.00042550",""
"111222333","2023-11-08 07:46:52","Spot","Transaction Sold","TWT","-10.00000000",""
"111222333","2023-11-08 07:46:52","Spot","Transaction Revenue","BTC","0.00106400",""
"111222333","2023-11-08 07:49:36","Spot","Transaction Fee","C98","-0.28900000",""
"111222333","2023-11-08 07:49:36","Spot","Transaction Spend","BTC","-0.00165886",""
"111222333","2023-11-08 07:49:36","Spot","Transaction Buy","C98","289.00000000",""
"111222333","2023-11-08 07:56:09","Spot","Transaction Fee","CAKE","-0.02651000",""
"111222333","2023-11-08 07:56:09","Spot","Transaction Spend","BTC","-0.00166138",""
"111222333","2023-11-08 07:56:09","Spot","Transaction Buy","CAKE","26.51000000",""
"111222333","2023-11-08 08:09:39","Spot","Small Assets Exchange BNB","BNB","0.00052287","OAX to BNB"
"111222333","2023-11-08 08:09:39","Spot","Small Assets Exchange BNB","XVS","-0.00167000","XVS to BNB"
"111222333","2023-11-08 08:09:39","Spot","Small Assets Exchange BNB","BNB","0.00384046","UNFI to BNB"
"111222333","2023-11-08 08:09:39","Spot","Small Assets Exchange BNB","BNB","0.00034222","NEAR to BNB"
"111222333","2023-11-08 08:09:39","Spot","Small Assets Exchange BNB","BNB","0.00004884","XVS to BNB"
"111222333","2023-11-08 08:09:39","Spot","Small Assets Exchange BNB","NEAR","-0.05950000","NEAR to BNB"
"111222333","2023-11-08 08:09:39","Spot","Small Assets Exchange BNB","BNB","0.00001482","MOVR to BNB"
"111222333","2023-11-08 08:09:39","Spot","Small Assets Exchange BNB","BNB","0.00002416","ENJ to BNB"
"111222333","2023-11-08 08:09:39","Spot","Small Assets Exchange BNB","OAX","-0.68400000","OAX to BNB"
"111222333","2023-11-08 08:09:39","Spot","Small Assets Exchange BNB","MOVR","-0.00056500","MOVR to BNB"
"111222333","2023-11-08 08:09:39","Spot","Small Assets Exchange BNB","BNB","0.00002227","PYR to BNB"
"111222333","2023-11-08 08:09:39","Spot","Small Assets Exchange BNB","TWT","-0.96400000","TWT to BNB"
"111222333","2023-11-08 08:09:39","Spot","Small Assets Exchange BNB","BNB","0.00567726","TWT to BNB"
"111222333","2023-11-08 08:09:39","Spot","Small Assets Exchange BNB","UNFI","-0.09460000","UNFI to BNB"
"111222333","2023-11-08 08:09:39","Spot","Small Assets Exchange BNB","PYR","-0.00094800","PYR to BNB"
"111222333","2023-11-08 08:09:39","Spot","Small Assets Exchange BNB","ENJ","-0.01990000","ENJ to BNB"
"111222333","2023-11-08 08:09:55","Spot","Transaction Buy","BNB","0.50000000",""
"111222333","2023-11-08 08:09:55","Spot","Transaction Fee","BNB","-0.00037500",""
"111222333","2023-11-08 08:09:55","Spot","Transaction Spend","BTC","-0.00348750",""
"111222333","2023-11-08 09:00:22","Spot","Transaction Fee","BNB","-0.00003591",""
"111222333","2023-11-08 09:00:22","Spot","Transaction Fee","BNB","-0.00007183",""
"111222333","2023-11-08 09:00:22","Spot","Transaction Spend","BTC","-0.00066358",""
"111222333","2023-11-08 09:00:22","Spot","Transaction Buy","TRB","0.18000000",""
"111222333","2023-11-08 09:00:22","Spot","Transaction Spend","BTC","-0.00033179",""
"111222333","2023-11-08 09:00:22","Spot","Transaction Buy","TRB","0.09000000",""
"111222333","2023-11-08 09:00:22","Spot","Transaction Buy","TRB","0.18000000",""
"111222333","2023-11-08 09:00:22","Spot","Transaction Spend","BTC","-0.00066358",""
"111222333","2023-11-08 09:00:22","Spot","Transaction Fee","BNB","-0.00007183",""
"111222333","2023-11-08 09:18:07","Spot","Binance Convert","EUR","-4.50000000",""
"111222333","2023-11-08 09:18:07","Spot","Binance Convert","BTC","0.00013527",""
"111222333","2023-11-08 09:32:21","Spot","Transaction Spend","BTC","-0.00164050",""
"111222333","2023-11-08 09:32:21","Spot","Transaction Buy","GAS","5.00000000",""
"111222333","2023-11-08 09:32:21","Spot","Transaction Fee","BNB","-0.00017703",""
"111222333","2023-11-08 09:46:41","Spot","Transaction Sold","GAS","-5.00000000",""
"111222333","2023-11-08 09:46:41","Spot","Transaction Revenue","BTC","0.00166600",""
"111222333","2023-11-08 09:46:41","Spot","Transaction Fee","BNB","-0.00017943",""
"111222333","2023-11-08 09:49:30","Spot","Transaction Buy","1INCH","157.60000000",""
"111222333","2023-11-08 09:49:30","Spot","Transaction Fee","BNB","-0.00017886",""
"111222333","2023-11-08 09:49:30","Spot","Transaction Spend","BTC","-0.00165952",""
"111222333","2023-11-08 10:12:02","Spot","Transaction Fee","BNB","-0.00018033",""
"111222333","2023-11-08 10:12:02","Spot","Transaction Revenue","BTC","0.00168159",""
"111222333","2023-11-08 10:12:02","Spot","Transaction Sold","1INCH","-157.60000000",""
"111222333","2023-11-08 10:14:20","Spot","Transaction Buy","STEEM","207.00000000",""
"111222333","2023-11-08 10:14:20","Spot","Transaction Fee","BNB","-0.00017832",""
"111222333","2023-11-08 10:14:20","Spot","Transaction Spend","BTC","-0.00165393",""
"111222333","2023-11-08 10:22:31","Spot","Transaction Revenue","BTC","0.00167670",""
"111222333","2023-11-08 10:22:31","Spot","Transaction Sold","STEEM","-207.00000000",""
"111222333","2023-11-08 10:22:31","Spot","Transaction Fee","BNB","-0.00018064",""
"111222333","2023-11-08 10:44:14","Spot","Transaction Spend","BTC","-0.00167090",""
"111222333","2023-11-08 10:44:14","Spot","Transaction Buy","STEEM","217.00000000",""
"111222333","2023-11-08 10:44:14","Spot","Transaction Fee","BNB","-0.00017950",""
"111222333","2023-11-08 11:41:33","Spot","Transaction Spend","BTC","-0.00012399",""
"111222333","2023-11-08 11:41:33","Spot","Transaction Buy","TWT","3.00000000",""
"111222333","2023-11-08 11:41:33","Spot","Transaction Fee","BNB","-0.00001334",""
"111222333","2023-11-08 11:57:06","Spot","Transaction Sold","TWT","-3.00000000",""
"111222333","2023-11-08 11:57:06","Spot","Transaction Revenue","BTC","0.00012600",""
"111222333","2023-11-08 11:57:06","Spot","Transaction Fee","BNB","-0.00001397",""
"111222333","2023-11-08 12:03:43","Spot","Transaction Sold","STEEM","-217.00000000",""
"111222333","2023-11-08 12:03:43","Spot","Transaction Revenue","BTC","0.00167958",""
"111222333","2023-11-08 12:03:43","Spot","Transaction Fee","BNB","-0.00018056",""
"111222333","2023-11-08 12:04:58","Spot","Transaction Spend","BTC","-0.00012455",""
"111222333","2023-11-08 12:04:58","Spot","Transaction Fee","BNB","-0.00001353",""
"111222333","2023-11-08 12:04:58","Spot","Transaction Buy","CYBER","0.65000000",""
"111222333","2023-11-08 12:05:01","Spot","Transaction Spend","BTC","-0.00022611",""
"111222333","2023-11-08 12:05:01","Spot","Transaction Buy","CYBER","1.18000000",""
"111222333","2023-11-08 12:05:01","Spot","Transaction Spend","BTC","-0.00022611",""
"111222333","2023-11-08 12:05:01","Spot","Transaction Fee","BNB","-0.00002250",""
"111222333","2023-11-08 12:05:01","Spot","Transaction Buy","CYBER","1.08000000",""
"111222333","2023-11-08 12:05:01","Spot","Transaction Fee","BNB","-0.00002416",""
"111222333","2023-11-08 12:05:01","Spot","Transaction Spend","BTC","-0.00022611",""
"111222333","2023-11-08 12:05:01","Spot","Transaction Fee","BNB","-0.00002458",""
"111222333","2023-11-08 12:05:01","Spot","Transaction Fee","BNB","-0.00002458",""
"111222333","2023-11-08 12:05:01","Spot","Transaction Buy","CYBER","1.03000000",""
"111222333","2023-11-08 12:05:01","Spot","Transaction Spend","BTC","-0.00022227",""
"111222333","2023-11-08 12:05:01","Spot","Transaction Buy","CYBER","1.16000000",""
"111222333","2023-11-08 12:05:01","Spot","Transaction Fee","BNB","-0.00002458",""
"111222333","2023-11-08 12:05:01","Spot","Transaction Buy","CYBER","1.18000000",""
"111222333","2023-11-08 12:05:01","Spot","Transaction Spend","BTC","-0.00022611",""
"111222333","2023-11-08 12:05:01","Spot","Transaction Fee","BNB","-0.00002145",""
"111222333","2023-11-08 12:05:01","Spot","Transaction Spend","BTC","-0.00020694",""
"111222333","2023-11-08 12:05:01","Spot","Transaction Buy","CYBER","1.18000000",""
"111222333","2023-11-08 12:05:01","Spot","Transaction Fee","BNB","-0.00002458",""
"111222333","2023-11-08 12:05:01","Spot","Transaction Spend","BTC","-0.00019736",""
"111222333","2023-11-08 12:05:01","Spot","Transaction Buy","CYBER","1.18000000",""
"111222333","2023-11-08 13:33:00","Spot","Transaction Fee","BNB","-0.00000528",""
"111222333","2023-11-08 13:33:00","Spot","Transaction Buy","BLZ","6.00000000",""
"111222333","2023-11-08 13:33:00","Spot","Transaction Spend","BTC","-0.00004872",""
"111222333","2023-11-08 13:33:01","Spot","Transaction Fee","BNB","-0.00002114",""
"111222333","2023-11-08 13:33:01","Spot","Transaction Fee","BNB","-0.00002114",""
"111222333","2023-11-08 13:33:01","Spot","Transaction Spend","BTC","-0.00019488",""
"111222333","2023-11-08 13:33:01","Spot","Transaction Spend","BTC","-0.00019488",""
"111222333","2023-11-08 13:33:01","Spot","Transaction Spend","BTC","-0.00062524",""
"111222333","2023-11-08 13:33:01","Spot","Transaction Buy","BLZ","24.00000000",""
"111222333","2023-11-08 13:33:01","Spot","Transaction Buy","BLZ","24.00000000",""
"111222333","2023-11-08 13:33:01","Spot","Transaction Buy","BLZ","24.00000000",""
"111222333","2023-11-08 13:33:01","Spot","Transaction Buy","BLZ","24.00000000",""
"111222333","2023-11-08 13:33:01","Spot","Transaction Buy","BLZ","24.00000000",""
"111222333","2023-11-08 13:33:01","Spot","Transaction Buy","BLZ","77.00000000",""
"111222333","2023-11-08 13:33:01","Spot","Transaction Spend","BTC","-0.00019488",""
"111222333","2023-11-08 13:33:01","Spot","Transaction Fee","BNB","-0.00002114",""
"111222333","2023-11-08 13:33:01","Spot","Transaction Fee","BNB","-0.00006785",""
"111222333","2023-11-08 13:33:01","Spot","Transaction Fee","BNB","-0.00002114",""
"111222333","2023-11-08 13:33:01","Spot","Transaction Fee","BNB","-0.00002114",""
"111222333","2023-11-08 13:33:01","Spot","Transaction Spend","BTC","-0.00019488",""
"111222333","2023-11-08 13:33:01","Spot","Transaction Spend","BTC","-0.00019488",""
"111222333","2023-11-08 13:39:47","Spot","Transaction Revenue","BTC","0.00015966",""
"111222333","2023-11-08 13:39:47","Spot","Transaction Sold","CAKE","-2.62000000",""
"111222333","2023-11-08 13:39:47","Spot","Transaction Fee","BNB","-0.00001726",""
"111222333","2023-11-08 13:40:49","Spot","Transaction Sold","CAKE","-23.86000000",""
"111222333","2023-11-08 13:40:49","Spot","Transaction Revenue","BTC","0.00145402",""
"111222333","2023-11-08 13:40:49","Spot","Transaction Fee","BNB","-0.00015654",""
"111222333","2023-11-08 14:49:17","Spot","Transaction Sold","TRB","-0.45000000",""
"111222333","2023-11-08 14:49:17","Spot","Transaction Fee","BNB","-0.00017997",""
"111222333","2023-11-08 14:49:17","Spot","Transaction Revenue","BTC","0.00166936",""
"111222333","2023-11-08 14:58:42","Spot","Transaction Buy","GAS","4.30000000",""
"111222333","2023-11-08 14:58:42","Spot","Transaction Spend","BTC","-0.00162583",""
"111222333","2023-11-08 14:58:42","Spot","Transaction Spend","BTC","-0.00162368",""
"111222333","2023-11-08 14:58:42","Spot","Transaction Buy","GAS","4.30000000",""
"111222333","2023-11-08 14:58:42","Spot","Transaction Fee","BNB","-0.00017676",""
"111222333","2023-11-08 14:58:42","Spot","Transaction Fee","BNB","-0.00017676",""
"111222333","2023-11-08 15:20:24","Spot","Transaction Buy","XVS","8.02000000",""
"111222333","2023-11-08 15:20:24","Spot","Transaction Fee","BNB","-0.00017978",""
"111222333","2023-11-08 15:20:24","Spot","Transaction Spend","BTC","-0.00165773",""
"111222333","2023-11-08 15:25:49","Spot","Transaction Sold","XVS","-0.95000000",""
"111222333","2023-11-08 15:25:49","Spot","Transaction Revenue","BTC","0.00019921",""
"111222333","2023-11-08 15:25:49","Spot","Transaction Fee","BNB","-0.00002155",""
"111222333","2023-11-08 15:26:28","Spot","Transaction Sold","XVS","-7.07000000",""
"111222333","2023-11-08 15:26:28","Spot","Transaction Fee","BNB","-0.00015961",""
"111222333","2023-11-08 15:26:28","Spot","Transaction Revenue","BTC","0.00148257",""
"111222333","2023-11-08 15:39:40","Spot","Transaction Sold","C98","-53.80000000",""
"111222333","2023-11-08 15:39:40","Spot","Transaction Revenue","BTC","0.00030235",""
"111222333","2023-11-08 15:39:40","Spot","Transaction Revenue","BTC","0.00022761",""
"111222333","2023-11-08 15:39:40","Spot","Transaction Fee","BNB","-0.00003234",""
"111222333","2023-11-08 15:39:40","Spot","Transaction Fee","BNB","-0.00002479",""
"111222333","2023-11-08 15:39:40","Spot","Transaction Revenue","BTC","0.00109252",""
"111222333","2023-11-08 15:39:40","Spot","Transaction Sold","C98","-40.50000000",""
"111222333","2023-11-08 15:39:40","Spot","Transaction Fee","BNB","-0.00011754",""
"111222333","2023-11-08 15:39:40","Spot","Transaction Sold","C98","-194.40000000",""
"111222333","2023-11-08 16:02:53","Spot","Transaction Sold","CYBER","-2.60000000",""
"111222333","2023-11-08 16:02:53","Spot","Transaction Fee","BNB","-0.00005373",""
"111222333","2023-11-08 16:02:53","Spot","Transaction Fee","BNB","-0.00012467",""
"111222333","2023-11-08 16:02:53","Spot","Transaction Sold","CYBER","-6.04000000",""
"111222333","2023-11-08 16:02:53","Spot","Transaction Revenue","BTC","0.00050005",""
"111222333","2023-11-08 16:02:53","Spot","Transaction Revenue","BTC","0.00116167",""
"111222333","2023-11-08 16:03:14","Spot","Transaction Sold","GAS","-0.50000000",""
"111222333","2023-11-08 16:03:14","Spot","Transaction Revenue","BTC","0.00163185",""
"111222333","2023-11-08 16:03:14","Spot","Transaction Fee","BNB","-0.00015474",""
"111222333","2023-11-08 16:03:14","Spot","Transaction Revenue","BTC","0.00144210",""
"111222333","2023-11-08 16:03:14","Spot","Transaction Revenue","BTC","0.00018975",""
"111222333","2023-11-08 16:03:14","Spot","Transaction Sold","GAS","-3.80000000",""
"111222333","2023-11-08 16:03:14","Spot","Transaction Fee","BNB","-0.00002041",""
"111222333","2023-11-08 16:03:14","Spot","Transaction Sold","GAS","-4.30000000",""
"111222333","2023-11-08 16:03:14","Spot","Transaction Fee","BNB","-0.00017516",""
"111222333","2023-11-08 17:24:40","Spot","Transaction Sold","BLZ","-203.00000000",""
"111222333","2023-11-08 17:24:40","Spot","Transaction Fee","BNB","-0.00017721",""
"111222333","2023-11-08 17:24:40","Spot","Transaction Revenue","BTC","0.00165039",""
"111222333","2023-11-08 17:51:09","Spot","Transaction Spend","BTC","-0.00166260",""
"111222333","2023-11-08 17:51:09","Spot","Transaction Buy","STEEM","204.00000000",""
"111222333","2023-11-08 17:51:09","Spot","Transaction Fee","BNB","-0.00018030",""
"111222333","2023-11-08 17:55:15","Spot","Transaction Revenue","BTC","0.00002493",""
"111222333","2023-11-08 17:55:15","Spot","Transaction Sold","STEEM","-72.00000000",""
"111222333","2023-11-08 17:55:15","Spot","Transaction Revenue","BTC","0.00059832",""
"111222333","2023-11-08 17:55:15","Spot","Transaction Fee","BNB","-0.00000214",""
"111222333","2023-11-08 17:55:15","Spot","Transaction Sold","STEEM","-3.00000000",""
"111222333","2023-11-08 17:55:15","Spot","Transaction Fee","BNB","-0.00006456",""
"111222333","2023-11-08 17:55:18","Spot","Transaction Revenue","BTC","0.00019944",""
"111222333","2023-11-08 17:55:18","Spot","Transaction Revenue","BTC","0.00007479",""
"111222333","2023-11-08 17:55:18","Spot","Transaction Sold","STEEM","-9.00000000",""
"111222333","2023-11-08 17:55:18","Spot","Transaction Fee","BNB","-0.00002152",""
"111222333","2023-11-08 17:55:18","Spot","Transaction Fee","BNB","-0.00002152",""
"111222333","2023-11-08 17:55:18","Spot","Transaction Sold","STEEM","-24.00000000",""
"111222333","2023-11-08 17:55:18","Spot","Transaction Sold","STEEM","-24.00000000",""
"111222333","2023-11-08 17:55:18","Spot","Transaction Fee","BNB","-0.00000753",""
"111222333","2023-11-08 17:55:18","Spot","Transaction Revenue","BTC","0.00019944",""
"111222333","2023-11-08 17:55:18","Spot","Transaction Revenue","BTC","0.00019944",""
"111222333","2023-11-08 17:55:18","Spot","Transaction Sold","STEEM","-24.00000000",""
"111222333","2023-11-08 17:55:18","Spot","Transaction Fee","BNB","-0.00002152",""
"111222333","2023-11-08 17:55:18","Spot","Transaction Revenue","BTC","0.00019944",""
"111222333","2023-11-08 17:55:18","Spot","Transaction Sold","STEEM","-24.00000000",""
"111222333","2023-11-08 17:55:18","Spot","Transaction Revenue","BTC","0.00019944",""
"111222333","2023-11-08 17:55:18","Spot","Transaction Fee","BNB","-0.00002152",""
"111222333","2023-11-08 17:55:18","Spot","Transaction Fee","BNB","-0.00002152",""
"111222333","2023-11-08 17:55:18","Spot","Transaction Sold","STEEM","-24.00000000",""
"111222333","2023-11-08 18:37:18","Spot","Transaction Spend","BTC","-0.00165980",""
"111222333","2023-11-08 18:37:18","Spot","Transaction Buy","STORJ","86.00000000",""
"111222333","2023-11-08 18:37:18","Spot","Transaction Fee","BNB","-0.00017908",""
"111222333","2023-11-08 19:26:02","Spot","Transaction Fee","BNB","-0.00017938",""
"111222333","2023-11-08 19:26:02","Spot","Transaction Buy","SUSHI","55.70000000",""
"111222333","2023-11-08 19:26:02","Spot","Transaction Spend","BTC","-0.00165540",""
"111222333","2023-11-08 19:39:22","Spot","Transaction Revenue","BTC","0.00167879",""
"111222333","2023-11-08 19:39:22","Spot","Transaction Fee","BNB","-0.00018147",""
"111222333","2023-11-08 19:39:22","Spot","Transaction Sold","SUSHI","-55.70000000",""
"111222333","2023-11-08 19:51:18","Spot","Transaction Fee","BNB","-0.00017922",""
"111222333","2023-11-08 19:51:18","Spot","Transaction Spend","BTC","-0.00165127",""
"111222333","2023-11-08 19:51:18","Spot","Transaction Buy","RUNE","17.90000000",""
"111222333","2023-11-08 20:06:41","Spot","Transaction Fee","BNB","-0.00018260",""
"111222333","2023-11-08 20:06:41","Spot","Transaction Buy","GAS","4.30000000",""
"111222333","2023-11-08 20:06:41","Spot","Transaction Spend","BTC","-0.00167442",""
"111222333","2023-11-08 20:17:43","Spot","Transaction Spend","BTC","-0.00164808",""
"111222333","2023-11-08 20:17:43","Spot","Transaction Fee","BNB","-0.00017866",""
"111222333","2023-11-08 20:17:43","Spot","Transaction Buy","XVS","8.40000000",""
"111222333","2023-11-08 20:29:28","Spot","Transaction Sold","GAS","-4.30000000",""
"111222333","2023-11-08 20:29:28","Spot","Transaction Revenue","BTC","0.00170409",""
"111222333","2023-11-08 20:29:28","Spot","Transaction Fee","BNB","-0.00018414",""
"111222333","2023-11-08 20:46:08","Spot","Transaction Fee","BNB","-0.00018070",""
"111222333","2023-11-08 20:46:08","Spot","Transaction Revenue","BTC","0.00166926",""
"111222333","2023-11-08 20:46:08","Spot","Transaction Sold","STORJ","-86.00000000",""
"111222333","2023-11-08 21:11:23","Spot","Transaction Revenue","BTC","0.00167544",""
"111222333","2023-11-08 21:11:23","Spot","Transaction Sold","RUNE","-17.90000000",""
"111222333","2023-11-08 21:11:23","Spot","Transaction Fee","BNB","-0.00018202",""
"111222333","2023-11-08 21:31:22","Spot","Transaction Fee","BNB","-0.00017983",""
"111222333","2023-11-08 21:31:22","Spot","Transaction Revenue","BTC","0.00165900",""
"111222333","2023-11-08 21:31:22","Spot","Transaction Sold","XVS","-8.40000000",""
"111222333","2023-11-08 21:48:18","Spot","Transaction Fee","BNB","-0.00017987",""
"111222333","2023-11-08 21:48:18","Spot","Transaction Buy","NEXO","87.05000000",""
"111222333","2023-11-08 21:48:18","Spot","Transaction Spend","BTC","-0.00166004",""
"111222333","2023-11-09 00:01:11","Spot","Transaction Fee","BNB","-0.00018303",""
"111222333","2023-11-09 00:01:11","Spot","Transaction Revenue","BTC","0.00168528",""
"111222333","2023-11-09 00:01:11","Spot","Transaction Sold","NEXO","-87.05000000",""
"111222333","2023-11-09 00:31:46","Spot","Transaction Buy","SOL","1.34000000",""
"111222333","2023-11-09 00:31:46","Spot","Transaction Spend","BTC","-0.00158924",""
"111222333","2023-11-09 00:31:46","Spot","Transaction Fee","BNB","-0.00017466",""
"111222333","2023-11-09 01:02:27","Spot","Transaction Buy","STEEM","29.00000000",""
"111222333","2023-11-09 01:02:27","Spot","Transaction Buy","STEEM","160.00000000",""
"111222333","2023-11-09 01:02:27","Spot","Transaction Fee","BNB","-0.00002421",""
"111222333","2023-11-09 01:02:27","Spot","Transaction Spend","BTC","-0.00022243",""
"111222333","2023-11-09 01:02:27","Spot","Transaction Buy","STEEM","29.00000000",""
